monarchrunid,monarchlocationid,uniqueid,order,behaviorclassification,date,time,datetime,duration,locationn,locatione,surface,landcoverclassification,turnangle,steplength,bearing
18205a,18205a03,605,3,rest,7/31/2018,11:31,2017-07-20t11:10:05,0:01:00,4622516.29,433993.38,grass,sod,167.36368993700,5.46234381930,91.67851685130
18205a,18205a04,606,4,rest,7/31/2018,11:31,2017-07-20t11:10:06,0:00:01,4622516.13,433998.84,grass,sod,,,
18206a,18206a01,607,1,release,7/31/2018,11:42,2017-07-20t11:10:07,0:12:00,4622515.48,433995.11,vegetative blazing star,sod,,86.12097595860,242.38461411300
18206a,18206a02,608,2,fly,7/31/2018,11:42,2017-07-20t11:10:08,0:00:01,4622475.56,433918.8,air  cross edge,edge,29.28699067280,47.65027806850,271.67160478600
18206a,18206a03,609,3,rest,7/31/2018,11:42,2017-07-20t11:10:09,0:00:01,4622476.95,433871.17,soy,soy,-1.99748212806,19.34031282060,269.67412265700
18206a,18206a04,610,4,fly,7/31/2018,11:42,2017-07-20t11:10:10,0:00:01,4622476.84,433851.83,air  lost sight,soy,,,
18207a,18207a01,611,1,release,7/31/2018,12:18,2017-07-20t11:10:11,0:15:00,4622515.48,433995.11,vegetative blazing star,sod,,,
18208a,18208a01,612,1,release,7/31/2018,12:39,2017-07-20t11:10:12,0:00:03,4622515.48,433995.11,vegetative blazing star,sod,,1.15801554362,306.57303095800
18208a,18208a02,613,2,rest,7/31/2018,12:39,2017-07-20t11:10:13,0:00:15,4622516.17,433994.18,grass,sod,60.99322834940,52.02295070480,7.56625930738
18208a,18208a03,614,3,rest,7/31/2018,12:39,2017-07-20t11:10:14,0:00:45,4622567.74,434001.03,grass,sod,48.77609861880,63.71010123970,56.34235792610
18208a,18208a04,615,4,fly,7/31/2018,12:39,2017-07-20t11:10:15,0:00:01,4622603.05,434054.06,air,sod,143.28168352800,252.34717870400,199.62404145400
18208a,18208a05,616,5,fly,7/31/2018,12:39,2017-07-20t11:10:16,0:00:01,4622365.36,433969.31,air,sod,,,
18209a,18209a01,617,1,release,7/31/2018,13:04,2017-07-20t11:10:17,0:01:00,4622515.48,433995.11,vegetative blazing star,sod,,147.52437120800,188.76889891600
18209a,18209a02,618,2,fly,7/31/2018,13:04,2017-07-20t11:10:18,0:00:01,4622369.68,433972.62,air  cross edge,sod,,,
18210a,18210a01,619,1,release,7/31/2018,13:14,2017-07-20t11:10:19,0:00:03,4622515.48,433995.11,vegetative blazing star,sod,,9.23455467252,268.20039959300
18210a,18210a02,620,2,rest,7/31/2018,13:14,2017-07-20t11:10:20,0:05:00,4622515.19,433985.88,grass,sod,-1.71709118508,66.51525013110,266.48330840800
18210a,18210a03,621,3,fly,7/31/2018,13:14,2017-07-20t11:10:21,0:00:01,4622511.11,433919.49,air  cross edge,sod,5.19433105799,78.90382120020,271.67763946600
18210a,18210a04,622,4,fly,7/31/2018,13:14,2017-07-20t11:10:22,0:00:01,4622513.42,433840.62,air  lost,sod,,,
18211a,18211a01,623,1,release,7/31/2018,13:36,2017-07-20t11:10:23,0:00:03,4622515.48,433995.11,vegetative blazing star,sod,,7.44043681566,222.22188919800
18211a,18211a02,624,2,rest,7/31/2018,13:36,2017-07-20t11:10:24,0:05:00,4622509.97,433990.11,grass,sod,-13.41194829400,147.16571917400,208.80994090400
18211a,18211a03,625,3,rest,7/31/2018,13:36,2017-07-20t11:10:25,0:00:01,4622381.02,433919.19,vegetation,edge,,,
18212a,18212a01,626,1,release,7/31/2018,13:49,2017-07-20t11:10:26,0:01:00,4622515.48,433995.11,vegetative blazing star,sod,,0.72367119619,101.15465978500
18212a,18212a02,627,2,fly,7/31/2018,13:49,2017-07-20t11:10:27,0:01:00,4622515.34,433995.82,air  cross berm,sod,33.90232257260,85.31954641210,135.05698235700
18212a,18212a03,628,3,rest,7/31/2018,13:49,2017-07-20t11:10:28,0:00:01,4622454.95,434056.09,grass,sod,23.31617304410,24.98913764060,158.37315540200
18212a,18212a04,629,4,rest,7/31/2018,13:49,2017-07-20t11:10:29,0:10:00,4622431.72,434065.3,grass,sod,,,
